lat,lon,EAGLE_site_index,test_split
41.732028961182,-84.950225830078,0,false
41.4091,-81.8835,1,false
41.534340483739,-84.931227466727,2,true
38.64218,-90.563382,3,false
42.846882216778,-82.712760225366,4,true
42.52209854126,-83.231498718262,5,false
42.263879970763,-85.641899440711,6,true
39.393341064453,-119.83954620361,7,true
42.260264921608,-83.760740688308,8,false
42.267194443202,-83.78188889977,9,false
38.468444824219,-90.817428588867,10,true
35.594970703125,-83.848327636719,11,false
42.241626739502,-84.731483459473,12,false
42.308929443359,-85.521842956543,13,false
42.833134852719,-82.504246719852,14,true
42.318859100342,-83.732612609863,15,false
42.240214140334,-85.57724567916,16,true
34.11197295493,-117.7106408444,17,false
40.75,-84.067,18,false
42.299175262451,-83.660987854004,19,false
38.381,-122.0374,20,true
41.442604064941,-85.247779846191,21,true
44.735736846924,-85.736198425293,22,false
38.800987,-90.839053,23,true
35.954420029912,-83.854963282759,24,true
41.746520996094,-85.825439453125,25,false
42.278456265055,-83.696969851233,26,true
41.702701568604,-84.992263793945,27,true
41.57027,-81.4139,28,false
41.040236812866,-85.22586626917,29,false
42.279991149902,-85.244552612305,30,false
42.239440917969,-85.580207824707,31,true
35.21613549837,-106.47806239636,32,true
42.452335357666,-85.711196899414,33,true
42.314193725586,-83.664421081543,34,false
38.885814666748,-90.936767578125,35,true
47.156856536865,-88.535537719727,36,true
38.64,-90.28,37,true
41.402,-83.846,38,true
35.949085584139,-83.695687496241,39,true
38.5679,-121.4227,40,true
41.678237,-83.668773,41,true
39.899031,-83.228535,42,false
42.724899291992,-83.116249084473,43,true
42.993618011475,-85.740348815918,44,true
42.292251936383,-85.701134371101,45,false
41.717918395996,-85.009063720703,46,true
47.318538665771,-88.469871520996,47,false
42.125503540039,-85.770317077637,48,true
38.61,-90.49,49,false
39.049886552425,-94.293786306367,50,true
40.686744,-84.365142,51,true
39.660308,-119.844353,52,true
41.533,-83.8333,53,false
41.113369,-81.737761,54,false
42.966078488475,-82.425501427885,55,false
41.725806806661,-85.363763811342,56,true
42.302639007568,-83.729904174805,57,true
42.978363037109,-82.649894714355,58,true
39.161464691162,-119.70791625977,59,true
38.703830718994,-91.153503417969,60,true
42.363998413086,-85.585838317871,61,false
38.6241,-121.277,62,false
41.710240782107,-84.995802511662,63,false
40.7215,-84.046,64,true
